pilseta,spiediens,temperatura,veja_atrums,veja_virziens,brazmas,nokrisni_1h,relativais_mitrums,sajutu_temperatura,sniegs,makoni,nokrisnu_varbutiba,uvi_indekss
Preiļi,1028.8,5.5,1.4,327.9,2.5,0.0,72.3,4.7,0.0,40.0,0.0,0.0
Preiļi,1029.0,5.1,1.4,335.7,2.2,0.0,75.9,4.2,0.0,40.0,0.0,0.0
Preiļi,1029.3,4.7,1.6,347.9,2.5,0.0,79.1,3.5,0.0,40.0,0.0,0.0
Preiļi,1029.6,5.1,1.9,11.5,3.1,0.0,78.4,3.6,0.0,40.0,0.0,0.1
Preiļi,1030.0,6.5,2.5,28.6,4.5,0.0,72.7,4.7,0.0,38.8,0.0,0.5
Preiļi,1030.0,8.6,2.7,40.0,4.9,0.0,66.6,7.0,0.0,19.1,0.0,1.1
Preiļi,1030.2,11.0,2.9,50.0,5.7,0.0,61.8,7.7,0.0,14.2,0.0,2.0
Preiļi,1030.2,13.4,2.7,40.0,6.0,0.0,57.2,10.3,0.0,19.6,0.0,3.1
Preiļi,1030.1,14.0,2.7,30.0,6.4,0.0,50.5,10.7,0.0,31.8,0.0,4.2
Preiļi,1030.0,15.8,2.7,30.0,6.6,0.0,47.2,12.6,0.0,17.2,0.0,4.9
Preiļi,1029.9,16.6,2.8,30.0,6.9,0.0,45.9,13.5,0.0,4.8,0.0,5.2
Preiļi,1029.6,17.5,2.7,20.0,6.9,0.0,44.8,14.5,0.0,12.4,0.0,4.9
Preiļi,1029.5,18.1,2.9,20.0,7.1,0.0,43.9,15.1,0.0,19.1,0.0,4.2
Preiļi,1029.3,18.4,2.9,20.0,7.1,0.0,43.2,15.4,0.0,5.4,0.0,3.2
Preiļi,1029.0,18.5,3.0,30.0,7.1,0.0,42.5,15.4,0.0,5.9,0.0,2.1
Preiļi,1028.9,18.4,3.0,40.0,6.9,0.0,42.2,15.3,0.0,13.2,0.0,1.1
Preiļi,1028.8,17.7,2.7,40.0,6.4,0.0,44.1,14.8,0.0,15.4,0.0,0.5
Preiļi,1029.0,15.5,2.0,60.0,5.2,0.0,52.5,13.2,0.0,16.8,0.0,0.2
Preiļi,1029.4,13.4,1.8,70.0,3.7,0.0,62.5,11.3,0.0,39.5,0.0,0.0
Preiļi,1029.7,11.2,2.1,59.2,3.6,0.0,67.5,8.6,0.0,34.5,0.0,0.0
Preiļi,1030.0,9.4,1.9,40.0,3.6,0.0,73.6,8.6,0.0,8.2,0.0,0.0
Ogre,1029.1,7.1,1.6,319.2,3.1,0.0,74.4,6.2,0.0,40.0,0.0,0.0
Ogre,1029.5,6.4,1.3,322.4,3.0,0.0,80.2,4.9,0.0,40.0,0.0,0.0
Ogre,1029.8,5.9,1.2,331.4,2.4,0.0,84.9,3.7,0.0,40.0,0.0,0.0
Ogre,1029.9,5.4,1.2,326.6,2.3,0.0,87.7,3.2,0.0,40.0,0.0,0.0
Ogre,1030.1,5.0,1.3,348.2,2.5,0.0,87.6,3.4,0.0,40.0,0.0,0.0
Ogre,1030.5,4.1,1.4,9.2,2.7,0.0,85.7,2.8,0.0,38.7,0.0,0.0
Ogre,1030.8,4.1,1.5,20.0,3.0,0.0,84.1,2.9,0.0,19.3,0.0,0.1
Ogre,1031.2,6.0,1.8,29.2,3.8,0.0,75.6,4.6,0.0,15.2,0.0,0.4
Ogre,1031.3,8.1,1.9,34.4,4.4,0.0,66.8,7.1,0.0,11.1,0.0,0.9
Ogre,1031.3,10.7,1.8,34.4,4.8,0.0,59.7,8.0,0.0,14.6,0.0,1.8
Ogre,1031.2,13.1,1.8,34.4,5.4,0.0,52.3,10.5,0.0,26.1,0.0,2.8
Ogre,1031.2,13.8,1.8,24.4,5.8,0.0,46.8,10.9,0.0,34.4,0.0,3.8
Ogre,1031.1,15.4,1.9,12.7,6.2,0.0,42.8,12.5,0.0,29.5,0.0,4.7
Ogre,1031.0,17.0,2.0,14.4,6.5,0.0,40.6,14.1,0.0,23.5,0.0,5.0
Ogre,1030.8,17.9,2.1,12.7,6.7,0.0,39.0,15.0,0.0,23.5,0.0,4.9
Ogre,1030.5,17.9,2.2,5.2,6.8,0.0,37.6,14.8,0.0,35.2,0.0,4.2
Ogre,1030.2,17.9,2.8,350.3,7.7,0.0,39.5,14.6,0.0,38.0,0.0,3.2
Ogre,1030.3,18.1,3.4,337.6,8.8,0.0,43.0,14.6,0.0,21.0,0.0,2.2
Ogre,1030.2,17.5,3.6,337.6,8.6,0.0,45.4,14.0,0.0,15.2,0.0,1.2
Ogre,1030.1,16.6,3.4,337.6,8.2,0.0,48.1,13.2,0.0,5.8,0.0,0.6
Ogre,1030.0,14.7,3.1,340.0,7.7,0.0,51.7,11.4,0.0,0.1,0.0,0.2
Ogre,1030.2,13.3,2.5,338.3,6.7,0.0,57.0,10.5,0.0,0.1,0.0,0.0
Ogre,1030.6,11.7,2.1,341.4,5.2,0.0,66.3,9.3,0.0,6.4,0.0,0.0
Ogre,1030.8,10.3,1.7,351.4,4.2,0.0,75.3,8.3,0.0,34.2,0.0,0.0
Alūksne,1030.0,16.3,3.2,39.6,7.0,0.0,42.1,12.6,0.0,0.0,0.0,0.5
Alūksne,1030.1,14.2,2.8,40.0,6.4,0.0,46.9,10.7,0.0,0.0,0.0,0.2
Alūksne,1030.3,12.8,1.9,41.7,5.3,0.0,54.0,10.0,0.0,0.0,0.0,0.0
Alūksne,1030.6,10.9,1.9,29.4,3.8,0.0,61.5,8.3,0.0,0.0,0.0,0.0
Alūksne,1031.0,9.8,2.2,21.3,4.0,0.0,65.4,8.5,0.0,0.0,0.0,0.0
Bauska,1030.8,16.5,2.6,26.5,7.0,0.0,36.6,12.9,0.0,40.0,0.0,5.0
Bauska,1030.6,17.2,2.8,22.2,7.2,0.0,36.1,13.6,0.0,40.0,0.0,4.8
Bauska,1030.3,17.8,2.8,21.4,7.3,0.0,35.8,14.2,0.0,40.0,0.0,4.1
Bauska,1030.0,18.0,3.0,23.2,7.2,0.0,36.2,14.4,0.0,40.0,0.0,3.2
Bauska,1029.9,18.1,3.2,18.9,7.4,0.0,37.1,14.4,0.0,40.0,0.0,2.1
Bauska,1029.9,17.2,4.4,3.5,8.8,0.0,43.3,13.0,0.0,40.0,0.0,1.2
Bauska,1030.0,16.1,4.4,360.0,9.0,0.0,46.4,11.9,0.0,40.0,0.0,0.6
Bauska,1029.9,14.9,4.3,360.0,8.3,0.0,48.4,10.6,0.0,40.0,0.0,0.2
Bauska,1030.1,13.5,3.7,360.0,7.9,0.0,50.6,9.5,0.0,32.3,0.0,0.0
Bauska,1030.4,11.8,2.8,360.0,6.5,0.0,55.3,8.4,0.0,21.4,0.0,0.0
Bauska,1030.6,10.2,2.4,354.3,4.9,0.0,61.8,7.1,0.0,8.7,0.0,0.0
Krāslava,1029.3,12.0,2.2,20.0,4.6,0.0,55.3,9.0,0.0,1.2,0.0,0.0
Krāslava,1029.5,10.8,2.4,29.7,4.5,0.0,60.5,7.7,0.0,0.5,0.0,0.0
Madona,1029.5,5.7,2.4,350.9,4.6,0.0,71.2,3.8,0.0,40.0,0.0,0.0
Madona,1029.9,5.3,2.3,360.0,4.6,0.0,74.0,3.5,0.0,40.0,0.0,0.0
Madona,1030.2,5.0,2.4,10.0,4.7,0.0,75.3,3.0,0.0,25.8,0.0,0.1
Madona,1030.6,6.5,2.4,10.9,4.8,0.0,70.3,4.8,0.0,32.1,0.0,0.5
Madona,1030.8,8.1,2.2,30.0,4.9,0.0,64.9,6.8,0.0,38.2,0.0,1.0
Madona,1030.8,10.5,2.2,49.1,5.2,0.0,60.1,7.4,0.0,24.8,0.0,1.9
Madona,1030.7,12.6,2.0,59.1,5.3,0.0,55.3,9.9,0.0,19.7,0.0,3.0
Madona,1030.7,14.0,1.9,49.1,5.5,0.0,50.1,11.3,0.0,13.6,0.0,4.0
Madona,1030.6,15.3,1.9,38.3,5.6,0.0,46.4,12.6,0.0,6.9,0.0,4.8
Madona,1030.4,16.3,2.0,29.1,5.8,0.0,44.2,13.6,0.0,9.8,0.0,5.1
Madona,1030.1,17.2,2.0,29.1,6.0,0.0,42.6,14.6,0.0,19.7,0.0,4.9
Madona,1029.9,18.0,2.2,20.9,6.4,0.0,40.7,15.2,0.0,12.8,0.0,4.1
Madona,1029.6,18.2,2.3,22.4,6.5,0.0,39.9,15.4,0.0,4.3,0.0,3.1
Madona,1029.5,18.5,2.5,30.0,6.5,0.0,39.0,15.5,0.0,1.1,0.0,2.0
Madona,1029.3,18.2,2.6,29.9,6.5,0.0,39.0,15.1,0.0,0.1,0.0,1.1
Madona,1029.2,17.5,2.6,39.1,6.1,0.0,40.9,14.4,0.0,0.3,0.0,0.5
Madona,1029.3,15.4,2.0,39.1,5.8,0.0,47.8,12.8,0.0,0.0,0.0,0.2
Madona,1029.9,13.7,2.2,60.0,4.8,0.0,55.6,11.1,0.0,0.0,0.0,0.0
Madona,1030.3,11.6,1.9,58.3,4.7,0.0,58.2,9.0,0.0,0.0,0.0,0.0
Madona,1030.7,10.1,1.9,46.7,3.5,0.0,60.4,7.4,0.0,0.0,0.0,0.0
Talsi,1031.6,14.3,3.5,52.5,8.1,0.0,43.4,10.2,0.0,0.0,0.2,0.6
Talsi,1031.3,12.6,2.8,50.0,7.1,0.0,49.5,8.9,0.0,0.0,0.2,0.2
Talsi,1031.4,11.2,2.2,31.2,5.6,0.0,59.2,8.3,0.0,0.0,0.2,0.1
Talsi,1031.7,8.9,1.9,54.0,4.2,0.0,68.4,7.9,0.0,0.6,0.1,0.0
Talsi,1031.9,7.2,1.9,52.8,3.5,0.0,77.1,6.0,0.0,26.2,0.1,0.0
Saulkrasti,1029.1,8.9,2.9,340.7,2.9,0.0,76.4,6.9,0.0,40.0,0.0,0.0
Saulkrasti,1029.4,8.2,2.1,49.0,2.2,0.0,78.2,7.0,0.0,40.0,0.0,0.0
Saulkrasti,1029.8,7.2,1.9,46.8,2.0,0.0,78.9,6.1,0.0,40.0,0.0,0.0
Saulkrasti,1030.1,6.4,1.7,57.8,1.7,0.0,81.9,5.3,0.0,40.0,0.0,0.0
Saulkrasti,1030.4,5.9,2.1,32.2,2.1,0.0,82.4,4.4,0.0,40.0,0.0,0.0
Saulkrasti,1030.8,5.7,2.9,40.0,2.9,0.0,80.2,3.4,0.0,40.0,0.0,0.0
Saulkrasti,1031.2,5.5,2.7,40.0,2.8,0.0,80.7,3.3,0.0,40.0,0.0,0.1
Saulkrasti,1031.5,6.0,2.8,40.0,3.1,0.0,75.6,3.9,0.0,37.3,0.0,0.4
Saulkrasti,1031.6,7.6,2.6,49.8,3.4,0.0,69.9,5.9,0.0,33.1,0.0,1.0
Saulkrasti,1031.6,9.6,2.0,40.0,3.4,0.0,62.4,8.8,0.0,38.9,0.0,1.8
Saulkrasti,1031.6,11.7,2.2,21.3,3.6,0.0,56.2,8.7,0.0,24.2,0.0,2.8
Saulkrasti,1031.6,12.5,3.4,7.7,4.8,0.0,56.4,8.8,0.0,12.9,0.0,3.9
Saulkrasti,1031.7,13.0,4.4,322.2,5.6,0.0,57.9,8.8,0.0,19.7,0.0,4.7
Saulkrasti,1031.8,13.3,5.3,324.4,6.7,0.0,56.9,8.4,0.0,12.7,0.0,5.1
Saulkrasti,1031.8,13.5,6.0,332.2,8.1,0.0,56.3,8.2,0.0,3.9,0.0,4.9
Saulkrasti,1031.6,13.7,6.1,332.2,8.6,0.0,57.3,8.4,0.0,0.6,0.0,4.3
Saulkrasti,1031.4,13.7,5.8,332.2,8.7,0.0,59.9,8.8,0.0,0.0,0.0,3.3
Saulkrasti,1031.3,14.0,5.4,331.5,8.8,0.0,62.7,9.6,0.0,0.0,0.0,2.2
Saulkrasti,1031.1,14.1,5.4,332.2,7.9,0.0,63.5,9.7,0.0,0.0,0.0,1.3
Saulkrasti,1030.8,13.8,5.6,334.4,7.2,0.0,65.7,9.3,0.0,0.0,0.0,0.6
Saulkrasti,1030.6,12.4,5.0,342.2,6.7,0.0,69.6,8.2,0.0,0.0,0.0,0.2
Saulkrasti,1030.8,11.9,4.1,344.4,6.0,0.0,72.2,8.3,0.0,0.0,0.0,0.0
Saulkrasti,1031.1,11.1,3.5,352.2,5.1,0.0,75.0,7.9,0.0,0.0,0.0,0.0
Saulkrasti,1031.2,10.2,2.9,12.2,4.3,0.0,77.5,7.5,0.0,0.0,0.0,0.0
Līvāni,1028.1,7.7,1.8,318.6,3.3,0.0,71.6,6.7,0.0,40.0,0.0,0.0
Līvāni,1028.6,7.1,1.8,320.0,3.4,0.0,70.1,6.0,0.0,40.0,0.0,0.0
Līvāni,1029.0,6.5,1.8,318.6,3.3,0.0,70.6,5.3,0.0,40.0,0.0,0.0
Līvāni,1029.1,5.9,1.7,318.6,3.3,0.0,74.1,4.7,0.0,40.0,0.0,0.0
Līvāni,1029.2,5.4,1.7,320.0,3.1,0.0,77.5,4.1,0.0,40.0,0.0,0.0
Līvāni,1029.6,5.0,1.8,330.0,3.1,0.0,80.1,3.6,0.0,40.0,0.0,0.0
Līvāni,1029.9,5.3,1.9,348.6,3.4,0.0,79.6,3.8,0.0,40.0,0.0,0.1
Līvāni,1030.2,7.2,2.1,10.0,4.0,0.0,71.4,5.8,0.0,40.0,0.0,0.4
Līvāni,1030.4,8.7,2.2,30.0,4.7,0.0,65.0,7.4,0.0,37.1,0.0,1.0
Līvāni,1030.4,11.2,2.2,40.0,5.5,0.0,59.2,8.2,0.0,20.5,0.0,1.9
Līvāni,1030.4,13.6,2.3,50.0,6.1,0.0,54.0,10.8,0.0,19.1,0.0,3.0
Līvāni,1030.3,14.9,2.1,40.0,6.2,0.0,47.8,12.1,0.0,22.3,0.0,4.1
Līvāni,1030.2,16.1,2.2,24.1,6.5,0.0,43.3,13.2,0.0,18.3,0.0,4.9
Līvāni,1030.1,17.0,2.4,20.0,7.0,0.0,42.0,13.9,0.0,14.7,0.0,5.1
Līvāni,1029.9,17.8,2.5,29.2,7.2,0.0,40.8,14.8,0.0,23.5,0.0,4.9
Līvāni,1029.7,18.6,2.5,33.5,7.2,0.0,40.2,15.6,0.0,24.6,0.0,4.2
Līvāni,1029.4,19.0,2.5,34.1,7.1,0.0,39.4,16.1,0.0,12.4,0.0,3.2
Līvāni,1029.2,19.2,2.5,39.2,6.8,0.0,38.8,16.2,0.0,17.8,0.0,2.1
Līvāni,1029.0,18.6,2.5,40.0,6.3,0.0,38.9,15.6,0.0,31.1,0.0,1.2
Līvāni,1028.9,17.4,2.3,50.0,5.9,0.0,40.7,14.4,0.0,35.8,0.0,0.5
Līvāni,1029.0,16.3,1.8,70.0,5.1,0.0,47.0,13.9,0.0,24.3,0.0,0.2
Līvāni,1029.3,14.4,1.4,41.9,3.4,0.0,59.4,12.6,0.0,40.0,0.0,0.0
Līvāni,1029.8,12.4,2.4,39.4,4.6,0.0,66.2,9.9,0.0,23.0,0.0,0.0
Līvāni,1030.2,10.8,1.9,50.0,4.8,0.0,61.6,8.0,0.0,14.7,0.0,0.0
Tukums,1029.7,5.2,1.4,332.4,2.3,0.0,76.0,3.9,0.0,40.0,0.0,0.0
Tukums,1029.9,4.4,1.2,303.5,2.4,0.0,78.8,1.7,0.0,40.0,0.0,0.0
Tukums,1030.4,3.7,1.6,327.2,2.7,0.0,82.5,2.4,0.0,40.0,0.0,0.0
Tukums,1030.5,3.3,1.8,335.6,3.0,0.0,85.2,1.6,0.0,40.0,0.0,0.0
Tukums,1030.6,3.2,1.8,339.8,3.2,0.0,87.0,1.5,0.0,40.0,0.0,0.0
Tukums,1030.8,3.0,1.5,347.4,3.1,0.0,89.1,1.6,0.0,40.0,0.1,0.0
Tukums,1031.2,3.4,1.5,3.9,2.7,0.0,89.9,1.9,0.0,40.0,0.1,0.1
Tukums,1031.6,5.9,1.8,13.9,3.3,0.0,84.7,4.6,0.0,40.0,0.1,0.4
Tukums,1031.8,8.3,2.5,63.4,5.1,0.0,75.1,6.9,0.0,39.4,0.1,0.9
Tukums,1031.7,10.5,2.7,63.4,6.1,0.0,63.8,7.2,0.0,27.4,0.1,1.7
Tukums,1031.8,12.3,3.0,50.9,7.0,0.0,55.5,8.8,0.0,24.1,0.1,2.7
Tukums,1032.0,12.3,3.3,43.4,7.6,0.0,50.4,8.4,0.0,39.5,0.1,3.8
Tukums,1032.1,13.1,3.5,40.0,8.2,0.0,45.9,8.9,0.0,40.0,0.1,4.6
Tukums,1032.2,13.6,3.8,33.4,8.7,0.0,42.0,9.1,0.0,37.8,0.1,5.0
Tukums,1032.1,14.7,4.0,33.4,9.1,0.0,39.3,10.1,0.0,13.7,0.1,4.9
Tukums,1032.0,14.9,3.9,33.4,9.2,0.0,39.4,10.4,0.0,9.0,0.1,4.3
Tukums,1031.8,15.0,3.7,33.4,8.8,0.0,38.4,10.6,0.0,2.6,0.1,3.3
Tukums,1031.6,15.1,3.4,33.4,8.4,0.0,36.4,10.8,0.0,0.1,0.1,2.3
Tukums,1031.4,15.0,3.2,23.4,7.6,0.0,35.4,10.7,0.0,0.0,0.0,1.3
Valka,1028.4,7.1,2.0,308.6,4.3,0.0,61.1,5.8,0.0,40.0,0.0,0.0
Valka,1029.0,6.2,2.0,327.7,3.7,0.0,67.8,4.7,0.0,40.0,0.0,0.0
Valka,1029.4,5.5,1.9,338.6,3.7,0.0,73.6,4.1,0.0,40.0,0.0,0.0
Valka,1029.6,4.8,1.7,338.2,3.4,0.0,78.4,3.4,0.0,40.0,0.0,0.0
Valka,1030.1,4.3,1.7,343.8,3.2,0.0,80.9,2.8,0.0,39.9,0.0,0.0
Valka,1030.5,3.4,1.4,343.8,3.1,0.0,82.6,2.0,0.0,25.5,0.0,0.0
Valka,1030.8,3.6,1.3,303.8,2.5,0.0,83.6,0.9,0.0,16.4,0.0,0.2
Valka,1031.1,5.6,1.5,318.6,3.2,0.0,75.1,4.6,0.0,1.5,0.0,0.5
Valka,1031.2,7.9,1.5,4.3,3.9,0.0,67.0,7.2,0.0,0.0,0.0,1.0
Valka,1031.2,10.6,1.0,17.0,3.9,0.0,59.1,8.4,0.0,0.0,0.0,1.9
Valka,1031.2,13.4,1.0,26.1,4.3,0.0,52.8,11.4,0.0,0.0,0.0,3.0
Valka,1031.2,14.9,1.2,27.0,4.9,0.0,48.3,12.7,0.0,0.0,0.0,3.9
Valka,1031.1,16.1,1.4,20.5,5.4,0.0,43.3,13.8,0.0,0.0,0.1,4.5
Valka,1030.9,17.1,1.6,360.0,5.9,0.0,40.0,14.6,0.0,0.0,0.0,4.7
Valka,1030.7,18.2,2.1,350.0,6.6,0.0,37.6,15.3,0.0,0.0,0.0,4.3
Valka,1030.4,18.7,2.5,350.0,7.2,0.0,34.6,15.4,0.0,0.0,0.0,4.0
Valka,1030.3,18.9,2.7,353.4,7.3,0.0,32.7,15.3,0.0,0.0,0.0,3.0
Valka,1030.2,18.9,2.6,359.1,7.3,0.0,33.5,15.5,0.0,0.0,0.0,1.9
Valka,1030.1,18.8,2.6,360.0,6.9,0.0,35.7,15.4,0.0,1.2,0.0,1.1
Valka,1030.0,18.1,2.7,9.1,6.5,0.0,38.2,14.8,0.0,0.3,0.0,0.5
Valka,1029.9,16.1,2.3,10.0,5.8,0.0,42.5,13.0,0.0,0.0,0.0,0.2
Valka,1030.2,14.3,1.3,1.4,4.5,0.0,53.5,12.3,0.0,1.0,0.0,0.0
Valka,1030.9,12.3,2.0,70.0,4.1,0.0,59.7,9.7,0.0,0.0,0.0,0.0
Valka,1031.3,10.6,1.9,54.3,3.8,0.0,62.2,7.9,0.0,0.0,0.0,0.0
Sigulda,1029.1,5.4,1.0,259.0,1.0,0.0,82.1,3.1,0.0,40.0,0.0,0.0
Sigulda,1029.4,4.6,0.8,296.7,0.8,0.0,85.3,2.4,0.0,40.0,0.0,0.0
Sigulda,1029.8,4.1,0.9,17.9,0.9,0.0,86.6,1.8,0.0,40.0,0.0,0.0
Sigulda,1030.0,3.7,1.0,48.1,1.2,0.0,87.2,1.2,0.0,40.0,0.0,0.0
Sigulda,1030.3,3.2,1.1,19.5,1.2,0.0,88.3,0.7,0.0,40.0,0.0,0.0
Sigulda,1030.7,3.0,1.4,28.0,1.5,0.0,88.7,1.8,0.0,40.0,0.0,0.0
Sigulda,1031.0,3.4,1.7,29.9,2.2,0.0,87.6,1.9,0.0,40.0,0.0,0.1
Sigulda,1031.4,5.6,2.0,28.5,3.2,0.0,78.5,4.0,0.0,40.0,0.0,0.4
Sigulda,1031.5,7.3,2.1,30.0,4.0,0.0,69.4,5.9,0.0,27.9,0.0,1.0
Sigulda,1031.4,9.8,1.8,38.5,4.2,0.0,61.9,9.1,0.0,10.9,0.0,1.8
Sigulda,1031.4,12.3,1.8,28.5,4.7,0.0,54.9,9.6,0.0,5.1,0.0,2.9
Sigulda,1031.3,13.8,1.7,19.9,4.7,0.0,48.7,11.2,0.0,5.7,0.0,3.9
Sigulda,1031.3,15.3,1.8,18.5,4.6,0.0,44.9,12.6,0.0,13.0,0.0,4.7
Sigulda,1031.2,16.3,1.9,8.9,4.7,0.0,43.0,13.6,0.0,13.0,0.0,5.1
Sigulda,1030.9,17.2,2.0,358.5,5.2,0.0,41.3,14.4,0.0,13.5,0.0,4.9
Sigulda,1030.6,17.9,2.2,358.1,5.6,0.0,39.9,15.0,0.0,3.4,0.0,4.2
Sigulda,1030.4,18.1,2.3,359.8,5.7,0.0,39.1,15.1,0.0,0.3,0.0,3.2
Sigulda,1030.3,18.2,2.5,354.4,6.3,0.0,40.5,15.2,0.0,0.0,0.0,2.1
Sigulda,1030.2,17.9,2.9,352.7,6.3,0.0,43.6,14.8,0.0,0.0,0.0,1.2
Sigulda,1030.0,17.0,2.9,352.7,5.9,0.0,48.7,14.1,0.0,0.0,0.0,0.6
Sigulda,1030.0,15.0,2.3,356.6,5.2,0.0,54.3,12.4,0.0,0.0,0.0,0.2
Sigulda,1030.4,13.4,2.2,348.2,4.4,0.0,60.2,10.9,0.0,0.0,0.0,0.0
Sigulda,1030.9,11.3,1.8,10.0,4.0,0.0,66.4,9.0,0.0,0.0,0.0,0.0
Sigulda,1031.1,9.6,1.8,26.7,3.1,0.0,73.8,8.8,0.0,0.0,0.0,0.0
Olaine,1029.4,6.2,1.2,291.3,2.1,0.0,82.3,3.9,0.0,40.0,0.0,0.0
Olaine,1029.7,5.5,1.3,305.1,2.1,0.0,86.5,3.3,0.0,40.0,0.0,0.0
Olaine,1029.9,4.9,1.1,293.9,2.1,0.0,89.6,2.6,0.0,40.0,0.0,0.0
Olaine,1030.1,4.3,1.0,274.0,1.8,0.0,92.3,2.1,0.0,40.0,0.0,0.0
Olaine,1030.3,3.9,1.2,286.3,1.8,0.0,93.7,1.6,0.0,40.0,0.0,0.0
Olaine,1030.6,3.6,1.0,320.0,2.0,0.0,94.7,1.3,0.0,40.0,0.0,0.0
Olaine,1031.0,3.5,1.0,327.6,1.9,0.0,94.3,1.2,0.0,39.8,0.0,0.1
Olaine,1031.4,5.1,1.2,340.0,2.3,0.0,86.1,2.8,0.0,28.4,0.0,0.4
Olaine,1031.5,8.1,1.9,33.7,4.3,0.0,69.5,7.0,0.0,15.5,0.0,0.9
Olaine,1031.5,10.5,2.3,40.0,5.6,0.0,57.2,7.3,0.0,14.9,0.0,1.7
Olaine,1031.5,12.8,2.3,37.5,6.1,0.0,51.1,9.6,0.0,24.1,0.0,2.7
Olaine,1031.5,13.3,2.4,30.0,6.4,0.0,45.8,10.0,0.0,35.7,0.0,3.8
Olaine,1031.4,14.6,2.5,20.0,6.9,0.0,41.8,11.2,0.0,39.2,0.0,4.6
Olaine,1031.4,15.2,3.1,356.2,8.1,0.0,42.3,11.4,0.0,39.0,0.0,5.0
Olaine,1031.4,15.4,3.7,350.0,9.0,0.0,44.6,11.4,0.0,35.5,0.0,4.8
Olaine,1031.3,15.4,4.0,350.0,9.5,0.0,46.0,11.3,0.0,39.3,0.0,4.2
Olaine,1031.2,15.2,3.9,351.2,9.4,0.0,47.1,11.1,0.0,37.6,0.0,3.3
Olaine,1031.1,15.5,3.7,350.0,9.1,0.0,46.4,11.6,0.0,27.7,0.0,2.2
Olaine,1031.0,15.2,3.5,360.0,8.5,0.0,46.1,11.3,0.0,30.8,0.0,1.3
Olaine,1030.8,14.8,3.4,360.0,7.8,0.0,46.4,11.0,0.0,9.6,0.0,0.6
Olaine,1030.6,13.0,3.2,360.0,7.3,0.0,51.4,9.3,0.0,1.0,0.0,0.2
Olaine,1030.8,11.8,2.6,360.0,6.6,0.0,60.4,8.7,0.0,0.6,0.0,0.0
Olaine,1031.0,10.3,2.4,358.7,5.3,0.0,67.7,7.4,0.0,23.6,0.0,0.0
Olaine,1031.2,9.2,2.2,350.0,4.8,0.0,75.9,8.0,0.0,40.0,0.0,0.0
Ainaži,1029.2,9.2,4.2,346.3,4.3,0.0,65.7,6.9,0.0,0.4,0.0,0.0
Ainaži,1029.5,8.1,4.0,352.0,4.0,0.0,65.4,5.8,0.0,0.4,0.0,0.0
Ainaži,1029.9,7.1,3.4,38.7,3.9,0.0,72.2,4.8,0.0,0.4,0.0,0.0
Ainaži,1030.3,5.6,2.6,78.2,3.7,0.0,81.0,3.6,0.0,0.2,0.0,0.0
Ainaži,1030.6,4.8,2.4,69.6,3.5,0.0,83.1,2.7,0.0,0.0,0.0,0.0
Ainaži,1031.0,4.3,2.4,70.3,3.6,0.0,84.8,2.2,0.0,0.0,0.0,0.0
Ainaži,1031.3,4.5,2.3,59.6,3.6,0.0,85.9,2.4,0.0,0.0,0.0,0.1
Ainaži,1031.6,5.9,2.0,62.6,3.5,0.0,81.7,4.4,0.0,0.0,0.0,0.4
Ainaži,1031.7,7.8,2.4,39.3,3.5,0.0,70.9,6.3,0.0,0.0,0.0,1.0
Ainaži,1031.8,9.9,2.4,30.0,3.7,0.0,59.5,8.6,0.0,0.0,0.0,1.8
Ainaži,1031.9,12.0,2.7,0.7,3.9,0.0,54.2,8.6,0.0,0.0,0.0,2.8
Ainaži,1032.0,12.6,3.7,332.0,4.8,0.0,55.8,8.7,0.0,0.0,0.0,3.9
Ainaži,1032.2,13.2,4.6,330.0,5.9,0.0,53.1,8.6,0.0,0.0,0.0,4.7
Ainaži,1032.4,13.4,5.0,325.6,6.4,0.0,54.0,8.6,0.0,0.0,0.0,5.0
Ainaži,1032.3,13.7,5.3,320.0,6.8,0.0,56.0,8.9,0.0,0.0,0.0,4.8
Ainaži,1032.0,14.2,5.1,320.0,7.1,0.0,58.7,9.7,0.0,0.0,0.0,4.2
Ainaži,1031.8,14.5,4.9,320.0,7.4,0.0,58.4,10.2,0.0,0.0,0.0,3.2
Ainaži,1031.8,14.4,5.1,320.0,7.5,0.0,59.4,10.0,0.0,0.0,0.0,2.2
Ainaži,1031.7,14.2,5.2,325.6,7.6,0.0,60.5,9.8,0.0,0.0,0.0,1.3
Ainaži,1031.3,14.0,5.0,330.0,7.7,0.0,62.7,9.8,0.0,0.0,0.0,0.6
Ainaži,1031.0,12.8,4.6,339.7,7.3,0.0,66.1,8.8,0.0,0.0,0.0,0.2
Ainaži,1031.1,12.4,4.2,349.3,6.9,0.0,71.1,8.8,0.0,0.0,0.0,0.0
Ainaži,1031.4,11.9,3.9,358.6,6.3,0.0,76.5,8.6,0.0,0.0,0.0,0.0
Ainaži,1031.5,11.3,3.7,9.3,5.5,0.0,79.2,8.3,0.0,0.0,0.0,0.0
Salaspils,1029.2,6.6,1.9,333.7,2.8,0.0,78.8,5.3,0.0,40.0,0.0,0.0
Salaspils,1029.5,5.9,1.7,343.7,2.6,0.0,83.9,4.8,0.0,40.0,0.0,0.0
Salaspils,1029.8,5.3,1.5,339.9,2.4,0.0,87.1,4.3,0.0,40.0,0.0,0.0
Salaspils,1030.0,4.8,1.2,321.2,2.1,0.0,89.6,2.5,0.0,40.0,0.0,0.0
